Customer ID,Gender,Age,Income (USD/Month)
6352,0,41,3896
6286,0,59,22101
8902,1,40,16286
8047,1,34,3500
7383,1,36,19728
7853,0,36,2173
7764,1,18,20117
6753,0,40,9504
7200,1,32,5106
6742,0,37,18915
7822,1,35,2323
7106,0,23,16419
7557,1,21,12668
8264,1,20,10636
6802,0,30,15049
6263,0,53,20856
6838,0,56,5117
8722,0,22,19641
8134,0,57,3499
7411,0,33,2333
6526,0,34,34677
8273,1,19,11267
7992,0,37,20365
8278,1,18,5777
8467,1,30,4729
7242,0,26,19509
7741,0,26,23369
7255,0,48,24214
6678,1,18,4740
7798,0,40,23270
8414,0,40,3101
8654,1,50,19984
8818,1,18,14915
8429,0,34,29480
7704,1,31,33057
6599,1,35,10608
9992,1,36,15646
11406,0,59,22858
9099,0,33,6452
11396,1,61,6786
11854,0,38,15680
9492,1,20,8158
9526,1,26,22379
10925,1,25,20898
11463,1,28,20986
9240,0,34,13938
9284,0,46,2181
55279,0,27,16397
54055,1,25,5724
56137,0,54,18111
56810,0,26,12583
1547,0,65,11907
1225,1,28,12518
119,1,36,14402
1598,1,24,11774
477,1,31,24465
1546,0,27,23558
1668,1,37,2568
887,1,25,6718
458,0,27,4046
2987,1,60,17282
107,0,36,23170
432,0,39,17148
124,0,22,30300
1147,1,30,5053
989,1,31,6462
2475,1,58,20155
2006,0,25,15945
555,1,26,3582
2833,1,56,21491
1751,0,18,17716
1655,0,33,18481
658,1,54,22491
2402,1,36,4487
2702,1,37,26084
500,0,32,7661
362,1,41,10941
2920,0,21,11843
2521,1,45,15286
2563,1,34,14906
504,0,38,10976
2069,0,38,16338
2727,1,40,7853
506,1,54,16652
2149,0,48,14614
2229,0,40,18489
521,1,64,8700
2463,1,31,7385
809,1,28,19534
106,0,32,10550
2598,1,45,18319
1278,1,32,22616
792,0,24,22594
297,0,18,24257
2748,0,29,23315
2821,0,24,23129
2720,0,48,21401
1912,0,36,10203
188,0,45,21139
2935,0,23,2140
2570,1,21,26378
2483,0,22,3838
2962,1,31,24006
435,0,30,16793
1166,1,34,5353
916,1,31,2803
2017,1,35,15177
1521,0,23,14076
991,1,56,10562
1884,0,24,18764
974,0,38,9194
1549,0,31,5788
1802,1,32,19830
550,1,25,21697
1793,0,28,7753
2076,0,35,14899
428,1,26,2378
2279,0,25,18350
1752,1,35,30006
2282,1,37,15040
599,0,36,16550
326,1,39,15164
711,0,53,14242
1024,0,44,2856
2939,0,26,3589
2024,1,35,9285
2917,1,29,15960
2904,0,21,19115
2645,1,56,26933
1114,1,43,15151
1952,0,38,26361
1639,1,39,9600
1671,0,30,12775
2199,0,60,2854
1440,1,22,32536
2050,0,38,22493
846,1,32,17665
2979,0,54,6052
2719,1,38,18941
1261,0,23,7529
1516,0,33,7103
2,1,31,12069
365,0,31,18134
274,0,35,22121
408,1,62,19893
527,0,44,18793
934,1,23,8541
2180,1,52,17604
28,1,25,6808
1385,0,49,26472
642,0,24,4711
2697,1,36,21969
2398,0,20,13482
2568,0,18,23715
2176,1,43,5711
751,1,51,17580
1290,1,38,30394
1379,0,40,16946
1917,1,26,17250
2813,1,18,6209
1479,0,22,4035
2390,1,23,18697
593,0,36,26313
18,1,42,22586
710,0,24,11190
2114,0,32,10186
1315,0,29,2637
2291,1,21,20626
2485,1,54,15309
1854,0,20,2790
1186,0,21,17283
973,0,21,16631
1366,1,35,16291
153,1,32,27611
2810,1,29,10798
1176,0,22,9211
871,0,20,28649
960,1,29,18205
194,0,49,13735
2615,1,25,21856
1709,1,26,12192
1127,0,35,6726
810,1,31,13347
2875,0,49,6573
882,1,27,6782
680,1,53,17035
145,0,39,23477
1365,0,25,7574
2973,1,52,9841
1137,1,51,24100
2667,0,38,19576
2707,0,51,14401
1309,0,46,20915
151,0,32,24771
2103,1,30,2955
170,0,62,24477
1091,1,28,10932
864,0,40,19687
2393,1,25,24081
1469,1,36,26258
522,0,30,14098
1935,1,32,13861
628,0,24,15585
2115,1,59,19754
446,1,33,20377
1013,0,45,9872
2371,1,21,31389
2461,0,31,25982
966,0,22,12326
772,1,40,22008
1304,0,56,9866
2660,1,40,22399
803,1,24,25360
1155,0,18,20837
377,1,25,22945
2952,0,35,12310
2795,1,31,5413
2408,0,39,23338
1269,1,57,20905
517,0,40,7913
1879,0,19,11782
1869,1,64,5276
2839,1,30,11619
2202,0,32,10265
770,1,26,21626
1903,0,40,6232
2504,1,48,23111
2704,1,36,10418
1915,0,24,29486
2037,1,45,14655
2539,0,20,34953
383,0,39,5282
1777,1,23,12716
644,0,49,8403
1726,1,23,16810
1032,0,48,6987
2786,1,34,29577
472,1,22,10380
1231,1,23,17248
1931,0,23,12978
1149,0,18,25378
2193,0,29,24120
131,1,61,21943
1691,1,30,24351
545,0,22,24389
2937,1,63,12526
1910,1,29,2079
724,0,37,22342
476,0,46,32888
2168,0,31,20900
1348,1,34,14561
1427,1,51,34683
2223,0,37,8187
2245,0,22,8990
15072,1,18,18338
17458,1,56,23052
16929,0,28,22121
15495,1,35,6008
15776,0,49,20460
16888,0,29,11375
15047,1,63,18258
23086,1,20,7941
22836,0,35,20096
22272,1,36,21878
23362,1,56,4725
48143,0,39,10619
48493,0,45,12584
47684,0,22,19926
45247,1,40,34767
45413,0,29,7140
45501,0,37,7344
18922,1,52,9678
20542,0,27,26729
19597,0,30,23100
18347,0,42,34281
19258,1,47,24101
18037,0,29,17858
19665,0,63,18835
20215,0,30,23109
19944,1,40,34122
18368,1,34,8614
19005,0,39,18513
18232,1,34,11806
20649,0,45,32830
19279,1,21,9544
19464,0,41,32895
19463,1,55,15532
20629,1,36,3696
20217,0,20,34885
20898,0,29,13309
19381,1,65,7548
20259,0,33,4794
20679,1,61,15992
20001,0,36,7241
19172,0,59,8618
20957,0,29,20427
19771,0,36,12009
43030,0,27,11508
43429,1,37,24134
42223,1,23,2044
44227,0,63,18213
42349,1,20,5438
44270,0,22,8748
43510,0,29,14733
44735,0,46,8429
44832,1,18,14609
43533,1,36,24736
42861,1,61,4352
44291,0,18,21294
44321,0,34,12705
44370,1,23,17985
44672,1,43,21295
42126,0,23,12460
42235,0,31,20806
43088,1,38,18788
42426,0,58,19909
44761,1,37,33639
43365,1,34,19015
42285,1,24,10571
43666,0,18,4902
42095,0,19,7711
43638,1,48,9779
43864,1,30,4949
43355,1,46,18723
44180,1,18,16109
44078,0,31,9827
44148,1,30,34576
42565,1,24,12488
44613,0,30,6402
44141,0,20,25743
44237,0,59,12681
43281,0,18,21025
43747,1,24,4742
42003,1,33,18661
43236,0,31,14195
42072,0,30,22833
44063,1,40,24240
43064,1,56,32920
42284,1,34,18868
42989,0,56,21341
44900,1,59,20329
44523,0,31,24867
44450,1,35,15677
43388,1,38,16311
43215,1,35,19977
43218,1,34,18767
43928,1,20,18215
44770,0,37,14519
44527,0,65,18670
44214,1,26,10843
43611,1,22,3166
42926,0,52,24305
44782,1,23,6631
42894,1,61,13859
44913,1,18,23430
43156,1,37,24028
42626,0,32,21975
44810,1,29,2076
44179,0,63,19970
44302,1,42,4353
43596,0,34,14780
42228,0,54,32395
42864,0,28,19842
44597,0,44,6626
43827,1,38,14793
42428,1,31,2397
42814,0,24,9046
44987,0,30,18258
42550,1,26,29109
44836,1,37,6011
42990,1,30,4498
44372,1,25,19137
43034,0,26,11810
43241,0,58,22657
44208,0,18,13659
44635,0,30,8061
44717,1,65,7517
43246,1,52,7132
44085,1,30,17674
44448,0,40,20125
44989,0,46,10839
43917,1,40,24645
43698,0,25,4689
44968,0,30,5721
44930,0,62,7640
44681,0,45,14484
44950,0,36,7483
42103,1,40,11100
44489,1,36,10808
42617,1,18,34577
42690,1,44,2802
44679,0,54,10836
43724,0,18,16479
44813,1,19,16652
44867,1,19,30803
43052,1,20,8425
42943,0,26,7642
43702,1,40,21478
42441,0,21,19519
44083,1,28,5351
44692,1,27,11384
44268,0,41,5945
36479,0,53,2547
36857,0,23,9205
36165,0,36,9285
38404,1,21,23826
38839,0,22,16746
36204,1,23,16457
36554,0,34,14398
38417,1,25,16365
37379,1,27,14287
38836,0,60,8638
36243,0,58,7927
38871,1,24,22928
38173,0,40,9404
38706,0,20,7800
36867,0,23,18698
36320,0,20,18424
38394,1,21,16319
38038,0,26,5198
36344,1,62,4678
37003,1,33,2595
37667,1,38,19373
38929,1,38,15158
36332,1,41,16537
38599,0,21,30545
38440,1,32,20844
12774,0,29,18610
13748,0,19,12214
14049,1,24,11496
13576,0,38,9588
12471,0,21,8700
13136,1,36,23480
14621,0,26,23742
14583,0,20,9960
14637,1,23,24372
14564,1,46,14933
13480,0,52,21984
12090,1,37,3426
14356,1,26,9296
13801,1,34,10707
12496,1,25,2956
13328,0,32,19522
39338,0,52,27879
41592,1,26,12285
41911,1,22,8597
41072,0,37,10727
52797,0,30,18305
53716,0,32,12334
53139,1,56,3469
53766,1,23,5734
51761,1,25,17751
52691,1,23,15587
51876,1,58,10687
53875,1,32,10886
53353,1,27,9228
52293,0,61,24077
51664,0,31,21791
53196,0,19,24074
52009,0,55,23445
51590,1,38,9714
53519,1,58,24377
53256,0,32,9166
51585,1,36,13607
52520,0,34,10110
53299,0,25,11777
52627,0,64,19913
51155,0,29,7683
52721,1,33,8450
51175,0,56,10020
53508,0,22,19918
52077,1,44,17651
51423,1,60,12639
53917,1,34,19726
51662,1,42,7006
53225,1,49,7412
53842,0,46,9599
52918,0,37,7539
53409,0,30,22253
52026,1,50,2011
53305,1,21,23506
52774,1,55,24553
52934,1,19,7107
53932,1,39,18756
53074,0,19,20835
53180,0,20,3962
53397,0,45,23527
51128,1,36,4804
52829,1,29,11727
53097,1,58,29828
52568,1,27,31296
51935,0,44,10220
52298,0,23,10686
51864,1,36,17252
52968,1,35,31425
51990,0,19,21399
51168,1,36,8637
53967,1,65,13438
51539,0,35,20939
53005,1,33,19001
53934,0,52,13787
53121,0,38,5802
51569,0,37,11996
51293,1,29,7105
52139,0,38,18402
51500,0,43,5097
51045,0,32,6827
52272,1,39,24968
53584,1,18,21730
52612,1,59,12081
53809,0,26,6739
52468,0,30,6790
53371,0,31,9654
52267,0,38,34929
52791,1,27,10510
53705,1,40,20936
52112,1,39,12995
53535,0,18,18622
52981,0,65,4830
52193,1,62,3424
51854,0,38,9379
53274,0,33,13747
53342,1,59,14930
53511,1,34,14397
53887,0,50,2802
53379,0,37,24479
51757,0,25,20881
52304,0,27,15708
53255,0,27,19676
53358,0,38,2304
51905,0,35,13357
51254,0,31,18867
53489,1,52,20876
52655,0,45,23577
53938,1,63,12260
51882,0,29,14604
53862,0,32,13432
52101,1,32,24676
52228,0,30,9401
51910,0,21,28313
52069,1,18,33514
53861,1,34,5378
53781,1,32,2388
53275,1,42,7374
52808,0,58,16241
53903,0,56,24855
51850,0,58,6266
52217,1,25,12095
51676,0,40,24171
52726,0,35,8876
53277,0,37,6934
51170,0,18,23483
51221,1,53,22128
52895,0,20,23062
52897,1,22,24402
53192,0,49,6777
51405,0,53,24070
53663,1,59,9394
53242,0,55,13044
51508,0,50,5530
51129,0,57,7665
52174,1,55,19352
53500,0,24,4427
53034,0,37,23723
53652,0,36,9279
51648,0,36,19625
51357,1,47,23094
51740,1,18,15037
51714,0,30,31543
51670,0,24,16289
53200,0,54,34627
52657,1,18,3540
52294,1,39,19030
52260,1,34,11249
51976,0,22,24941
52639,0,47,21038
53176,1,28,17220
53421,0,26,17705
53908,1,58,19282
52394,1,35,3082
53501,1,49,11422
53857,1,23,7301
53257,0,40,16248
51576,1,19,24984
51875,1,37,7111
52078,1,48,9303
52428,1,49,19489
52865,1,55,30130
51707,0,29,15879
52886,0,26,15667
53964,0,36,21778
28436,1,32,8804
27622,0,19,7117
29759,1,30,23616
29858,1,26,6432
27761,0,35,17807
35174,1,21,7304
58911,0,40,10502
58599,0,44,19899
59352,1,37,26875
57028,0,47,22069
58603,1,25,33432
58670,1,58,20614
59515,1,62,16510
57400,1,60,24326
57426,0,44,11519
59614,0,36,17700
59335,1,20,6573
59232,0,27,2666
58695,1,29,27327
57007,0,31,13926
59987,0,30,20166
59797,1,50,24804
3729,1,19,34718
4140,0,21,3052
5981,1,19,23750
4035,0,65,4605
3210,1,35,13412
4897,0,39,19749
3108,0,25,16237
5040,1,48,21794
4676,1,31,17189
4070,0,42,21094
5436,0,31,3760
4217,1,61,6290
4325,0,41,10070
3469,0,40,25673
4248,1,39,20714
3791,0,54,10371
4687,0,29,13655
4893,1,29,9927
25406,0,31,6087
25256,1,60,5810
26554,1,18,22437
26712,0,62,2042
26521,1,63,16452
30933,0,24,7963
30289,1,20,12606
30679,0,57,3494
30893,1,29,19856
8088,1,58,18888
6818,0,63,6017
7129,0,25,3954
7090,1,23,16319
8577,0,52,2046
8792,1,25,19428
8166,1,37,20125
8062,0,34,20869
7323,0,63,16419
7158,1,32,17572
8209,1,27,2339
7675,0,50,14075
8937,0,29,15360
7574,1,27,12090
7748,0,30,13945
7304,1,37,19761
8926,0,26,16086
7368,1,35,19911
8081,1,19,19122
6650,0,58,12143
7498,1,23,24092
7291,0,44,2204
6412,0,27,20596
8668,1,34,13779
8365,0,28,16850
8519,1,34,7507
6260,1,27,22240
6420,0,35,21047
6718,1,23,24275
6669,0,24,12567
7880,1,39,3727
7684,0,38,6249
8974,1,33,10010
8495,0,58,7274
7413,0,33,8545
8456,0,26,7230
6525,1,50,3316
7448,0,25,2148
8214,1,37,9584
7491,0,58,11958
8756,1,36,4025
7247,1,64,11962
8823,1,30,24751
8703,1,27,9799
6503,0,23,6022
8588,0,24,15383
8210,0,29,23520
7302,1,37,26726
6821,0,47,30805
6058,0,25,19399
7097,0,36,2933
11893,0,63,10094
9546,1,61,31236
11314,0,52,12550
11548,0,39,8306
9880,1,38,17396
10841,0,38,22434
54596,1,27,5996
54201,1,25,11822
56139,1,32,14624
55249,0,38,3478
55851,0,34,23406
56451,0,28,9450
1569,0,54,15755
2665,0,39,11825
988,0,63,24268
2592,1,55,17316
2590,1,21,11198
877,0,20,23976
2089,0,54,2574
722,0,64,19154
1393,1,61,16137
402,1,60,20174
2255,1,38,5708
1080,1,47,11206
60,1,22,7305
1364,0,51,9954
918,0,55,22842
2636,0,58,28737
15865,0,46,3506
16007,1,41,9523
17454,1,29,10147
16355,0,26,20539
15389,1,31,18578
22734,0,26,15011
23135,0,37,12128
21457,0,34,8230
23786,1,26,3327
22431,0,35,21966
45832,0,38,13032
45909,1,55,12102
45485,0,29,28565
46664,1,46,24923
19160,1,32,18230
18684,1,22,24558
18781,0,31,19910
19184,1,59,20977
19927,0,19,2209
18180,1,37,4459
19991,1,51,22874
19589,1,38,24657
20890,1,33,3613
20164,0,30,5323
19922,1,20,4251
20966,1,58,12935
18145,1,34,23227
18973,1,59,18463
18871,1,23,19804
20715,0,50,6072
20203,0,38,23032
20255,1,38,14101
18330,1,48,5774
20750,0,64,15561
20639,0,50,18591
20264,0,29,23652
19428,1,20,11171
19047,1,32,23400
19387,0,40,19160
18609,0,64,34572
19400,1,61,18860
19001,1,63,23697
19299,1,39,16337
18962,0,44,13517
18458,1,36,3417
42825,0,23,21566
42253,0,42,18576
42610,0,24,24024
42065,0,26,15620
42779,0,63,7931
43373,1,23,21145
43090,1,18,21269
43830,0,22,14591
43027,1,20,11063
44839,1,32,23012
43691,0,54,4018
42404,0,30,17694
43970,0,65,16663
44803,0,18,23063
44655,0,37,11557
43559,0,25,21222
44883,1,24,26407
43073,0,32,9445
42731,0,44,11522
43581,0,35,6556
43293,0,48,17198
44087,0,33,23094
43404,0,19,23737
43778,0,20,14659
43978,1,30,17294
44512,1,40,22246
42636,1,22,28457
44145,1,52,17822
43561,1,29,23892
44864,1,21,19928
44727,1,47,8517
42572,0,38,5871
43013,1,39,13300
42232,1,22,7303
44276,1,53,8636
44419,0,32,16503
43015,0,18,8780
44447,0,30,16207
44356,1,20,17692
42244,1,24,33596
44320,0,43,20960
43937,1,26,23863
44808,1,21,4817
42151,0,33,21252
43883,0,24,22088
44800,1,36,8169
42602,0,21,24946
43260,0,60,14268
44057,1,31,3101
43727,0,45,5105
44129,0,55,19395
44598,1,49,24221
44168,1,48,5844
43944,1,19,16316
44617,1,21,15111
44758,0,53,17232
42594,1,36,22811
42895,0,28,17646
44136,1,34,15948
37750,1,59,4075
36557,0,20,6157
37057,0,31,3429
37323,0,36,12576
37515,0,21,20747
37955,0,40,24485
36798,0,26,29755
36950,0,35,14362
37844,0,54,21965
38032,1,39,22965
38043,1,62,27459
14737,1,39,12202
12998,0,58,22558
13660,1,28,7671
13875,1,27,12520
13267,1,59,9840
14214,0,28,22345
12518,1,50,8441
41142,0,36,21074
41464,0,35,12959
40502,1,39,14689
53824,1,55,22438
53167,1,38,5035
51481,1,38,9628
51596,1,18,18594
52283,1,36,31109
53770,1,38,16244
51877,1,46,16993
51094,0,64,2530
51801,0,33,22477
53610,1,55,22975
27578,0,33,11879
27782,0,24,11280
28040,0,48,8967
28090,1,62,7137
27701,0,38,33211
29415,1,20,11543
27976,0,27,18227
29398,0,22,14168
27966,0,25,18098
27484,0,25,24034
27621,0,63,6184
27178,1,42,4302
28790,1,31,2564
29846,0,64,13312
29886,1,19,15779
28411,0,26,18068
35287,0,62,5482
35252,0,35,4502
34433,0,34,5819
33657,0,30,19868
33087,0,63,33953
33984,1,31,18833
34725,1,34,14953
33489,1,34,21691
57262,0,34,17054
59061,1,49,4340
57799,0,20,33003
57027,0,26,15417
59391,0,61,13818
59814,1,24,23935
58456,1,19,22078
59782,0,40,3521
58853,0,35,20477
59911,1,46,16934
59052,1,24,22748
59981,0,64,34545
57699,1,29,10220
57314,1,51,6759
57490,0,29,5714
58078,1,25,30970
58747,1,23,6001
58754,0,21,19030
57155,0,32,11001
59023,0,26,28765
58185,0,36,11731
57157,1,36,17813
57814,1,22,3903
59975,1,33,15261
57196,1,40,23676
58402,0,24,28140
57848,0,31,22979
57442,1,23,17291
59945,1,23,22755
59687,1,31,4723
58668,0,19,13836
58560,0,27,3079
57785,1,26,5133
59497,1,36,12331
59701,1,27,11113
59105,0,35,7131
57001,1,38,14077
58845,0,44,8099
57010,0,30,12361
59989,0,22,20865
57568,1,51,18360
59956,0,26,11579
57154,0,40,11870
59921,0,31,20826
57486,1,26,17093
58640,1,24,8376
57453,0,28,16635
57351,1,52,32322
58633,1,21,18024
59235,1,26,17409
58577,0,35,9601
57895,1,32,23464
58427,1,23,13010
58430,1,33,11650
58801,0,46,13463
59339,1,33,20097
57508,0,43,31477
58347,0,53,15085
57729,1,55,4124
57086,1,40,22029
58675,1,44,10957
57670,1,32,8721
59640,1,23,5255
57015,1,39,4054
57120,0,26,19708
58384,0,39,2393
57771,1,18,17317
58699,1,33,17929
57330,0,33,12360
57614,1,22,22418
59971,0,28,3842
58660,1,20,19047
58896,1,59,20777
58422,0,62,10265
59810,0,53,13049
59652,1,28,6946
57850,1,26,16943
58094,0,27,22981
58759,1,25,8127
3238,0,19,22044
4345,1,19,31242
4658,1,54,30414
5401,0,34,9524
3332,0,21,13464
5256,1,28,18164
3281,1,53,2215
3203,1,36,8373
5974,1,18,2554
4524,1,33,7415
4270,0,39,20385
4582,1,60,23846
5288,0,24,14887
3196,0,48,31845
4967,0,48,22634
3994,0,20,11836
5170,1,58,7191
4596,0,19,10462
4597,0,27,20005
3701,1,26,15484
5320,1,26,10853
4393,1,33,2115
5755,1,32,20248
5913,1,24,8387
3381,0,26,14743
3878,0,28,21954
3925,0,43,6332
4733,1,62,30366
5904,0,64,24360
3717,0,25,17112
4225,1,19,17877
3359,0,30,20201
3949,1,48,13413
5259,0,22,6348
4011,0,39,17574
4953,1,60,20091
5238,1,30,26429
4950,0,30,3448
3159,1,35,2519
4717,0,30,19880
4144,1,47,26672
4587,1,27,34419
5038,1,47,4581
3013,0,25,18506
5921,1,34,2083
3221,1,37,13680
4338,0,62,24380
4709,0,36,15248
5185,1,48,3214
3298,0,27,21827
3909,1,19,20716
3303,0,39,33020
4474,1,39,17324
4860,0,37,13662
5860,0,43,9805
3519,1,28,21425
3382,0,56,6783
5264,1,25,9156
4475,0,22,17037
3173,0,20,13933
4241,1,32,17334
3325,0,38,13685
3995,0,26,15640
3337,0,40,24873
3551,0,40,13855
3497,0,62,3906
3395,1,20,3874
4181,1,20,11953
5537,1,36,3775
5389,1,22,22247
4199,1,26,5731
4795,1,27,8750
5849,1,23,3624
5643,0,37,17701
3708,1,31,22449
3292,0,24,13607
4898,1,30,32720
5503,1,34,23462
3064,0,44,4203
4819,1,20,14643
5772,0,59,5339
5738,1,49,18217
5705,0,25,10568
3536,0,24,14177
4949,0,35,9126
4875,1,34,28023
4445,1,29,10297
4794,1,35,19245
4089,1,27,9687
4643,0,52,28800
5474,0,47,5475
4051,1,52,22220
4626,0,33,8988
4915,0,41,15612
4700,0,40,10574
4571,0,47,18423
4466,0,26,21511
3063,1,20,14243
4607,1,26,7905
5060,1,47,9552
24352,0,27,30872
24582,1,63,24645
26031,0,37,6930
24157,0,22,30157
25752,1,20,21067
25034,1,37,20856
26960,0,23,14536
25596,0,29,21178
25906,1,24,11161
25651,0,39,22618
24907,1,52,6904
24690,0,28,2162
25420,1,21,17353
25165,1,24,27974
25112,0,38,17971
26188,1,40,5845
24880,0,28,13921
25919,0,18,23692
24877,1,21,30877
24501,0,38,8696
24853,0,40,3192
31540,0,37,2745
31826,1,29,20393
32972,1,28,32722
31615,1,32,12260
32877,1,54,14927
32409,1,34,14108
32525,0,48,3773
30652,1,37,32360
31591,0,56,20464
31940,1,31,7457
32716,1,22,4049
6894,0,23,23820
8912,1,45,22411
6369,0,53,13393
7827,0,20,21653
7774,0,61,11404
8483,1,18,7720
6443,0,38,10033
7809,1,28,32026
7696,0,22,19651
6849,1,31,14792
7462,1,52,12450
8648,1,23,14877
7594,0,39,15105
6491,0,34,20171
7643,0,34,4443
7776,0,31,22749
8682,1,41,16677
8521,0,39,17830
8319,1,26,5888
8012,0,25,6780
8156,0,19,10228
7185,1,33,33799
6471,0,19,31455
6099,0,20,12073
6164,0,38,7106
7963,0,31,6642
6088,1,40,7096
8747,0,58,23040
7914,0,23,13672
6355,0,27,5552
8041,1,30,9385
8187,1,50,15647
8305,0,53,22095
6500,0,32,20983
8358,1,24,23930
7629,0,32,21996
6587,1,51,16237
7878,1,40,11911
7967,0,22,17301
6208,1,19,8391
8931,1,52,9828
8232,0,31,22364
7057,1,58,10703
6332,1,27,19008
8704,1,23,15211
7329,0,37,6805
6573,1,46,9071
7198,0,47,19874
8915,1,27,30630
7597,0,19,26771
8185,1,21,2321
7072,1,35,18497
7907,0,31,14462
6520,1,41,15484
6733,0,35,22173
6902,1,35,6474
8394,0,64,7295
8177,1,52,13151
8973,1,39,4184
6409,0,40,3193
8815,0,29,17572
6897,0,37,18189
7784,1,31,4012
7718,1,35,18851
6002,1,20,9365
7620,1,31,19671
7400,0,30,17714
8244,0,39,33341
6402,1,58,11810
8679,1,56,15211
8666,1,20,20727
6486,1,32,5156
6600,1,19,12805
7215,0,61,18829
6415,0,32,13654
6218,1,37,6760
6098,1,33,12840
8080,1,39,10563
6738,1,55,21055
7101,0,19,18920
7357,1,34,20242
6705,0,34,18911
6998,0,65,20623
8303,0,52,12629
7481,1,21,24014
7007,0,39,4997
6537,0,61,20653
8905,0,21,15046
6594,0,23,21196
6791,0,52,18099
8963,1,23,18201
7381,0,30,3610
8629,1,38,16669
7480,1,47,16536
7121,1,19,3345
6091,1,35,16460
7148,0,55,14117
10399,0,36,19267
11872,1,34,11851
10904,0,31,32730
10055,0,38,5987
10444,1,25,16456
10969,0,20,12260
9448,1,41,16422
10365,0,27,11338
56424,1,30,2913
56174,0,18,7832
55326,0,30,8768
281,0,23,2415
308,0,26,28071
2678,1,35,22351
837,1,34,17919
2943,0,27,3970
2885,1,40,10983
1289,0,37,15749
1094,0,39,6090
3,0,27,12968
2331,1,23,9597
2136,0,64,22110
2807,1,55,12131
248,0,24,18515
182,1,31,15578
2029,1,36,16009
1184,1,57,7762
2023,0,27,25253
239,0,34,34510
1578,1,28,11789
1319,1,22,4317
1745,1,25,7072
2656,0,54,7285
2674,0,29,18039
1687,1,27,7495
1674,0,45,16094
1496,0,40,29230
1597,1,42,18270
2226,0,49,6516
2489,0,22,13000
2687,0,38,10303
2277,0,55,24239
606,0,58,5078
2680,1,30,14720
2322,1,20,15275
2908,1,27,11346
1110,1,18,23744
1969,1,49,14226
1649,0,25,15504
2548,1,49,23027
339,1,55,20859
1222,1,27,9704
36,0,38,9050
2102,0,48,7368
19,0,47,24898
2778,0,37,18019
1205,0,33,17068
325,1,21,12770
775,1,23,19164
1788,1,54,13931
1399,1,47,8609
1253,1,29,3428
2959,0,41,18183
1646,1,62,18016
2583,0,32,22237
1402,0,57,8870
253,0,27,20477
2190,0,56,3974
2383,0,29,14132
2286,0,25,21186
1576,0,52,17495
1480,0,42,31758
2586,0,23,30964
1953,0,31,11433
2336,1,27,7285
1359,0,22,11825
288,1,27,22897
1758,1,38,12189
1335,1,35,17921
2110,0,39,5446
1358,1,35,6139
525,0,62,11853
679,1,22,9621
2467,0,23,2992
661,0,35,12405
2602,0,24,13609
1954,1,41,9165
2352,0,50,23827
378,1,39,11115
193,1,41,16890
2449,0,24,9849
2842,1,43,14656
1055,0,18,2402
1057,0,25,14298
1570,1,35,11215
2589,0,37,9092
1230,0,26,15582
1134,1,54,29494
736,1,36,21275
2938,1,40,16099
2488,0,21,14286
2474,0,36,9257
1156,0,27,12816
1153,1,21,4366
2413,1,26,14159
1567,0,49,4394
2815,1,44,9115
44,1,22,14987
398,0,32,4073
2834,0,30,8188
2759,0,19,8006
1743,1,26,4417
2446,0,30,6985
1034,0,51,4764
2409,0,26,11170
2641,1,40,9541
1866,0,40,7182
2832,0,33,22823
120,0,30,7530
1937,1,42,10238
290,0,41,15148
2294,1,26,19467
1296,0,27,10321
1243,0,21,24552
2009,1,44,32612
1672,1,41,4076
785,1,50,14725
2825,0,33,15596
807,1,64,11704
707,0,28,6706
2189,1,20,16897
2502,0,57,8497
2278,0,54,22201
497,0,19,21065
1473,0,51,7609
2025,0,60,3271
404,0,35,24059
2010,1,38,20243
2512,0,61,19965
1143,1,35,17076
385,0,37,15498
986,1,45,13641
562,0,20,15136
399,0,19,23901
2400,1,60,10969
1584,0,45,2359
1814,1,42,17435
2455,0,31,17023
664,0,29,13902
1767,0,19,19152
2299,1,22,3589
1288,1,47,12392
1431,0,20,2944
1659,1,46,18346
1680,1,36,17062
173,1,24,16425
2200,1,19,17699
1265,1,33,27457
799,0,33,4703
17038,0,35,6222
16565,1,22,14064
17657,0,18,7190
16994,0,64,22689
16184,0,65,2057
15999,1,35,11378
17541,1,32,17606
16690,1,41,10248
21670,0,25,16703
21672,0,46,8240
50642,0,47,24125
48695,0,29,3185
45654,0,28,12557
47106,0,36,16113
47921,1,40,16215
47946,0,43,8349
19830,0,56,19633
20917,1,31,23399
20969,1,25,11446
19848,0,28,2078
18226,0,28,15636
20376,1,39,22425
18774,0,28,19088
18899,1,49,12278
20651,0,33,18404
20421,1,22,27240
19196,0,52,24712
18780,1,49,18437
20271,0,51,15770
18433,0,56,18835
18086,0,22,3169
19990,0,65,27978
20199,0,61,23081
19633,1,36,18726
19743,0,33,6753
20406,0,36,11266
19011,1,38,21410
19751,0,41,2634
19206,0,46,3065
20935,0,23,5089
19350,1,52,33449
20564,0,33,6229
20279,0,25,13528
19030,1,27,10104
19174,1,36,13985
43719,1,22,9200
43104,1,48,3162
43484,0,56,13683
42046,0,53,18445
42727,1,38,26304
43567,0,40,22177
44442,0,57,16428
43291,0,32,18918
44846,0,37,24126
42299,0,47,16782
44205,1,36,14649
44449,1,35,5593
43481,0,28,7163
43301,1,62,21234
43771,0,31,11573
42440,0,30,30284
44949,1,50,10894
42047,0,37,17476
43954,1,56,6858
